YP_009324375.1,709.72,7.936322936906812e-212
YP_003097254.1,707.56,3.5366040107252137e-211
WP_353737016.1,707.56,3.5366040107252137e-211
WP_300427454.1,707.56,3.5366040107252137e-211
YP_010676839.1,707.56,3.5366040107252137e-211
YP_010676743.1,707.56,3.5366040107252137e-211
YP_010669555.1,706.69,6.4809361583790245e-211
YP_009322642.1,705.39,1.539710355409549e-210
YP_010355357.1,702.79,9.369497228990188e-210
YP_009133529.1,702.79,9.369497228990188e-210
YP_010097815.1,701.93,1.6972498822779837e-209
YP_009810844.1,701.50,2.3382163314142006e-209
YP_009791409.1,700.63,4.235951695139157e-209
YP_009783123.1,697.60,3.509282738949755e-208
YP_007518292.1,697.60,3.509282738949755e-208
YP_717887.1,697.17,4.601692321633303e-208
YP_007006006.1,696.74,6.430869083409509e-208
YP_007673027.1,696.30,8.631442742651051e-208
YP_195214.1,696.30,8.38483009286102e-208
YP_004322403.1,695.00,2.122992342359635e-207
YP_009302298.1,692.84,9.514591577164401e-207
YP_004324039.1,692.84,9.514591577164401e-207
YP_010669862.1,692.41,1.2916745842301292e-206
YP_009325190.1,692.41,1.2843355240924579e-206
YP_009321484.1,691.97,1.7336716190789126e-206
YP_009783353.1,691.97,1.738624966561995e-206
YP_004324588.1,691.97,1.738624966561995e-206
YP_004323114.1,691.54,2.340211904458358e-206
YP_010670356.1,690.68,4.2641441080110843e-206
YP_007675662.1,690.68,4.1423114192107677e-206
YP_009778393.1,690.24,5.772438173774746e-206
YP_008126505.1,690.24,5.706655402563638e-206
YP_009008049.1,689.81,7.59218224056897e-206
YP_004324815.1,689.81,7.769777146781109e-206
YP_004322878.1,689.81,7.703179056951557e-206
YP_010355591.1,689.38,1.0518068120527238e-205
YP_009140977.1,689.38,1.0518068120527238e-205
YP_009134189.1,689.38,1.0518068120527238e-205
YP_010669394.1,688.94,1.3752958242165435e-205
YP_009779607.1,688.51,1.8564551813413097e-205
YP_009779392.1,688.51,1.8564551813413097e-205
YP_010355807.1,687.65,3.492121596145828e-205
YP_009134693.1,687.65,3.492121596145828e-205
YP_007877858.1,687.65,3.3826818880045057e-205
YP_004323821.1,687.65,3.3826818880045057e-205
YP_009816130.1,686.78,6.344932036340091e-205
YP_010088858.1,686.78,6.344932036340091e-205
YP_009321109.1,686.78,6.344932036340091e-205
YP_008125717.1,686.78,6.163648263873231e-205
YP_007001932.1,686.78,6.163648263873231e-205
YP_009778680.1,686.35,8.589233142418147e-205
YP_009779180.1,685.48,1.5160128445900031e-204
YP_009780037.1,685.48,1.5160128445900031e-204
YP_009779819.1,685.48,1.5160128445900031e-204
YP_009140761.1,685.48,1.5160128445900031e-204
YP_009133755.1,685.48,1.5160128445900031e-204
YP_009134454.1,679.42,1.0139467951784505e-202
YP_009008328.1,679.42,1.0436813053009856e-202
YP_009778959.1,676.39,8.547160579851174e-202
YP_007674389.1,663.84,5.101633276615862e-198
YP_008130038.1,662.11,1.650246991592368e-197
YP_214747.1,662.11,1.650246991592368e-197
YP_004322638.1,661.25,2.99812804500643e-197
YP_009213745.1,660.38,5.623620343748724e-197
YP_004323582.1,660.38,5.607552857052299e-197
YP_007673882.1,659.51,1.021762748501891e-196
YP_010095346.1,658.65,1.7177390904699612e-196
YP_010090357.1,658.65,1.7177390904699612e-196
YP_009604385.1,658.65,1.7177390904699612e-196
YP_009320647.1,653.45,6.28662179460899e-195
YP_009301719.1,460.42,5.6910054037103e-137
YP_009820954.1,179.53,2.7580275922735556e-52
YP_009807527.1,178.23,6.89486067688509e-52
YP_009783122.1,176.93,1.6520978945489695e-51
YP_009302297.1,176.93,1.6520978945489695e-51
YP_007518291.1,176.93,1.6520978945489695e-51
YP_009325189.1,176.50,2.2300988939346974e-51
YP_010669390.1,175.20,5.739437033629762e-51
YP_009807936.1,174.77,7.894532724620612e-51
YP_007676487.1,174.77,7.453223441877846e-51
YP_010095343.1,173.90,1.3491312119082167e-50
YP_010090360.1,173.90,1.3491312119082167e-50
YP_009822209.1,173.47,1.8211366489699933e-50
YP_009103796.1,173.47,1.8211366489699933e-50
YP_007676376.1,173.47,1.9538022326697942e-50
YP_007673164.1,173.47,1.9538022326697942e-50
YP_195211.1,173.47,1.9296812174516484e-50
WP_261648511.1,173.47,1.9296812174516484e-50
WP_331236017.1,173.47,1.9296812174516484e-50
WP_327441931.1,173.47,1.9296812174516484e-50
WP_310904611.1,173.47,1.9296812174516484e-50
WP_278303553.1,173.47,1.9296812174516484e-50
WP_264556043.1,173.47,1.9296812174516484e-50
WP_264555648.1,173.47,1.9296812174516484e-50
WP_256684971.1,173.47,1.9296812174516484e-50
WP_253513388.1,173.47,1.9296812174516484e-50
WP_248909097.1,173.47,1.9296812174516484e-50
WP_248907505.1,173.47,1.9296812174516484e-50
WP_224450469.1,173.47,1.9296812174516484e-50
WP_192866210.1,173.47,1.9296812174516484e-50
WP_149862396.1,173.47,1.9296812174516484e-50
WP_148685376.1,173.47,1.9296812174516484e-50
WP_135852008.1,173.47,1.9296812174516484e-50
WP_134484083.1,173.47,1.9296812174516484e-50
WP_123538671.1,173.47,1.9296812174516484e-50
WP_089822099.1,173.47,1.9296812174516484e-50
WP_052661849.1,173.47,1.9296812174516484e-50
WP_049916025.1,173.47,1.9296812174516484e-50
WP_049913041.1,173.47,1.9296812174516484e-50
WP_254528359.1,173.47,1.9296812174516484e-50
WP_250874562.1,173.47,1.9296812174516484e-50
WP_227356781.1,173.47,1.9296812174516484e-50
WP_226778229.1,173.47,1.9296812174516484e-50
WP_008896559.1,173.47,1.9296812174516484e-50
WP_286045309.1,173.47,1.9296812174516484e-50
WP_126663262.1,173.47,1.9296812174516484e-50
WP_196817059.1,173.47,1.9296812174516484e-50
WP_247415529.1,173.47,1.9296812174516484e-50
WP_244704296.1,173.47,1.9296812174516484e-50
WP_182127862.1,173.47,1.9296812174516484e-50
WP_308572288.1,173.47,1.9296812174516484e-50
WP_209583997.1,173.47,1.9296812174516484e-50
WP_196815599.1,173.47,1.9296812174516484e-50
WP_157809438.1,173.47,1.9296812174516484e-50
WP_154019112.1,173.47,1.9296812174516484e-50
WP_071907484.1,173.47,1.9296812174516484e-50
WP_301676194.1,173.47,1.9296812174516484e-50
WP_292755624.1,173.47,1.9296812174516484e-50
WP_214079939.1,173.47,1.9296812174516484e-50
WP_319538139.1,173.47,1.9296812174516484e-50
WP_317063501.1,173.47,1.9296812174516484e-50
WP_303347891.1,173.47,1.9296812174516484e-50
WP_302290253.1,173.47,1.9296812174516484e-50
WP_294970131.1,173.47,1.9296812174516484e-50
WP_292491995.1,173.47,1.9296812174516484e-50
WP_292473343.1,173.47,1.9296812174516484e-50
WP_289003338.1,173.47,1.9296812174516484e-50
WP_274870307.1,173.47,1.9296812174516484e-50
WP_250987702.1,173.47,1.9296812174516484e-50
WP_236561723.1,173.47,1.9296812174516484e-50
WP_196816706.1,173.47,1.9296812174516484e-50
WP_157809713.1,173.47,1.9296812174516484e-50
WP_112149742.1,173.47,1.9296812174516484e-50
WP_112124705.1,173.47,1.9296812174516484e-50
WP_048181639.1,173.47,1.9296812174516484e-50
WP_048113232.1,173.47,1.9296812174516484e-50
WP_011406995.1,173.47,1.9296812174516484e-50
WP_343778265.1,173.47,1.9296812174516484e-50
WP_342770323.1,173.47,1.9296812174516484e-50
WP_342832905.1,173.47,1.9296812174516484e-50
WP_292406494.1,173.47,1.9296812174516484e-50
WP_338739195.1,173.47,1.9296812174516484e-50
WP_334097918.1,173.47,1.9296812174516484e-50
WP_330010387.1,173.47,1.9296812174516484e-50
WP_323736914.1,173.47,1.9296812174516484e-50
WP_323171767.1,173.47,1.9296812174516484e-50
WP_292613435.1,173.47,1.9296812174516484e-50
WP_276699960.1,173.47,1.9296812174516484e-50
WP_060537598.1,173.47,1.9296812174516484e-50
WP_058739230.1,173.47,1.9296812174516484e-50
WP_048085137.1,173.47,1.9296812174516484e-50
WP_048073269.1,173.47,1.9296812174516484e-50
WP_023844506.1,173.47,1.9296812174516484e-50
WP_321421278.1,173.47,1.9296812174516484e-50
WP_148685266.1,173.47,1.9296812174516484e-50
WP_317295772.1,173.47,1.9296812174516484e-50
WP_310904911.1,173.47,1.9296812174516484e-50
WP_292366273.1,173.47,1.9296812174516484e-50
WP_304123810.1,173.47,1.9296812174516484e-50
WP_303236063.1,173.47,1.9296812174516484e-50
WP_297189525.1,173.47,1.9296812174516484e-50
WP_292727516.1,173.47,1.9296812174516484e-50
WP_292535660.1,173.47,1.9296812174516484e-50
WP_292517175.1,173.47,1.9296812174516484e-50
WP_290596306.1,173.47,1.9296812174516484e-50
WP_150468680.1,173.47,1.9296812174516484e-50
WP_010877926.1,173.47,1.9296812174516484e-50
WP_251950370.1,173.47,1.9296812174516484e-50
WP_256948899.1,173.47,1.9296812174516484e-50
WP_248535378.1,173.47,1.9296812174516484e-50
WP_236561722.1,173.47,1.9296812174516484e-50
WP_221057084.1,173.47,1.9296812174516484e-50
WP_209474661.1,173.47,1.9296812174516484e-50
WP_214019611.1,173.47,1.9296812174516484e-50
WP_088882402.1,173.47,1.9296812174516484e-50
WP_088867023.1,173.47,1.9296812174516484e-50
WP_088865309.1,173.47,1.9296812174516484e-50
WP_088863108.1,173.47,1.9296812174516484e-50
WP_088857394.1,173.47,1.9296812174516484e-50
WP_088853297.1,173.47,1.9296812174516484e-50
WP_068665480.1,173.47,1.9296812174516484e-50
WP_062388461.1,173.47,1.9296812174516484e-50
WP_058939380.1,173.47,1.9296812174516484e-50
WP_055282375.1,173.47,1.9296812174516484e-50
WP_048164175.1,173.47,1.9296812174516484e-50
WP_014789114.1,173.47,1.9296812174516484e-50
WP_012572411.1,173.47,1.9296812174516484e-50
WP_011251129.1,173.47,1.9296812174516484e-50
WP_004589918.1,173.47,1.9296812174516484e-50
WP_188202668.1,173.47,1.9296812174516484e-50
WP_167911538.1,173.47,1.9296812174516484e-50
WP_167910107.1,173.47,1.9296812174516484e-50
